source_file,company_name,period,currency,canonical_metric,reported_label,value_raw,verification,notes
Portfolio_Snapshot_Q2_2025.pdf,TalentVault Inc.,Q2 2025,USD,net_dollar_retention,Net Revenue Retention (LTM),119%,pair,Labelled 'Net Revenue Retention (LTM)'; measured on a last twelve months basis
Portfolio_Snapshot_Q2_2025.pdf,TalentVault Inc.,Q2 2025,USD,monthly_net_burn,Monthly Cash Burn,($0.68M),pair,Reported as monthly; labelled 'Monthly Cash Burn'
Portfolio_Snapshot_Q2_2025.pdf,CarbonTrack,Q2 2025,USD,arr,ARR,$16.9M,pair,
Portfolio_Snapshot_Q2_2025.pdf,CarbonTrack,Q2 2025,USD,recognized_revenue,Revenue,$4.1M,pair,Labelled simply 'Revenue'; assumed to represent quarterly recognized revenue for Q2 2025
Portfolio_Snapshot_Q2_2025.pdf,CarbonTrack,Q2 2025,USD,gross_margin,Gross Margin,73%,pair,
Portfolio_Snapshot_Q2_2025.pdf,CarbonTrack,Q2 2025,USD,net_dollar_retention,Net Revenue Retention,121%,pair,Labelled 'Net Revenue Retention' rather than 'Net Dollar Retention'
Portfolio_Snapshot_Q2_2025.pdf,CarbonTrack,Q2 2025,USD,headcount,Headcount,78,pair,
Portfolio_Snapshot_Q2_2025.pdf,CarbonTrack,Q2 2025,USD,monthly_net_burn,Net Burn (monthly),($0.55M),pair,Reported as monthly; labelled 'Net Burn (monthly)'
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q2 2025,USD,arr,Contracted ARR,$22.4M,pair,"Footnote (1): reflects signed, active contracts; includes multi-year deals at full annualized value."
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q1 2025,USD,arr,Contracted ARR,$20.8M,pair,"Footnote (1): reflects signed, active contracts; includes multi-year deals at full annualized value."
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q2 2025,USD,recognized_revenue,Quarterly Revenue (recognized),$5.5M,pair,
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q1 2025,USD,recognized_revenue,Quarterly Revenue (recognized),$5.1M,pair,
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q2 2025,USD,gross_margin,Gross Margin,76%,pair,
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q1 2025,USD,gross_margin,Gross Margin,75%,pair,
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q2 2025,USD,net_dollar_retention,Net Revenue Retention (LTM),119%,pair,Reported on an LTM (last twelve months) basis. Footnote (2): includes upsell and cross-sell.
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q1 2025,USD,net_dollar_retention,Net Revenue Retention (LTM),116%,pair,Reported on an LTM (last twelve months) basis. Footnote (2): includes upsell and cross-sell.
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q2 2025,USD,headcount,Total Headcount,103,pair,
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q1 2025,USD,headcount,Total Headcount,97,pair,
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q2 2025,USD,monthly_net_burn,Monthly Net Burn,($0.68M),pair,Footnote (3): excludes non-cash stock-based compensation of $0.42M/quarter.
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q1 2025,USD,monthly_net_burn,Monthly Net Burn,($0.74M),pair,Footnote (3): excludes non-cash stock-based compensation of $0.42M/quarter.
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q2 2025,USD,cash_balance,Cash Balance,$17.9M,pair,
TalentVault_Q2_2025.pdf,TalentVault Inc.,Q1 2025,USD,cash_balance,Cash Balance,$19.0M,pair,
